"","country","year","gdpPerCapita","lifeExpectancy","continent"
"1151","Venezuela","2006",13400,75.2,"South America"
"1152","Vietnam","2006",1080,72.7,"Asia"
"1153","Yemen","2006",1250,66.4,"Asia"
"1154","Zambia","2006",1180,50.2,"Africa"
"1155","Zimbabwe","2006",932,45.4,"Africa"
"1156","Afghanistan","2007",406,58,"Asia"
"1157","Albania","2007",3490,76.9,"Europe"
"1158","Algeria","2007",4380,75.7,"Africa"
"1159","Andorra","2007",47600,82.1,"Europe"
"1160","Angola","2007",3410,57.5,"Africa"
"1161","Antigua and Barbuda","2007",16800,76.3,"North America"
"1162","Argentina","2007",9900,75.1,"South America"
"1163","Armenia","2007",3360,73.9,"Europe"
"1164","Australia","2007",51000,81.4,"Oceania"
"1165","Austria","2007",47500,80.2,"Europe"
"1166","Azerbaijan","2007",4860,68.5,"Europe"
"1167","Bahamas","2007",31500,73.5,"North America"
"1168","Bahrain","2007",21800,76.5,"Asia"
"1169","Bangladesh","2007",687,68.1,"Asia"
"1170","Barbados","2007",17400,76.1,"North America"
"1171","Belarus","2007",5030,70.2,"Europe"
"1172","Belgium","2007",44700,79.6,"Europe"
"1173","Belize","2007",4310,73.2,"North America"
"1174","Benin","2007",1030,60,"Africa"
"1175","Bhutan","2007",1860,70.3,"Asia"
"1176","Bolivia","2007",1800,69.7,"South America"
"1177","Bosnia and Herzegovina","2007",4430,75.7,"Europe"
"1178","Botswana","2007",6400,55.8,"Africa"
"1179","Brazil","2007",10300,73.7,"South America"
"1180","Brunei","2007",37000,74.9,"Asia"
"1181","Bulgaria","2007",6480,73,"Europe"
"1182","Burundi","2007",226,54.9,"Africa"
"1183","Cambodia","2007",726,65.3,"Asia"
"1184","Cameroon","2007",1280,55.7,"Africa"
"1185","Canada","2007",48500,80.7,"North America"
"1186","Cape Verde","2007",3280,73,"Africa"
"1187","Central African Republic","2007",440,46,"Africa"
"1188","Chad","2007",809,54.6,"Africa"
"1189","Chile","2007",12300,78.4,"South America"
"1190","China","2007",3480,75.4,"Asia"
"1191","Colombia","2007",6000,77.3,"South America"
"1192","Comoros","2007",1270,65,"Africa"
"1193","Costa Rica","2007",7780,80.2,"North America"
"1194","Croatia","2007",14900,75.7,"Europe"
"1195","Cuba","2007",5290,78.3,"North America"
"1196","Cyprus","2007",32400,78.8,"Europe"
"1197","Denmark","2007",61200,78.4,"Europe"
"1198","Djibouti","2007",NA,62.3,"Africa"
"1199","Dominica","2007",6540,74,"North America"
"1200","Dominican Republic","2007",5110,73.5,"North America"
"1201","Ecuador","2007",4390,74.2,"South America"
"1202","Egypt","2007",2370,69.3,"Africa"
"1203","El Salvador","2007",2950,72.4,"North America"
"1204","Equatorial Guinea","2007",18300,61.4,"Africa"
"1205","Eritrea","2007",554,57,"Africa"
"1206","Estonia","2007",17600,73.2,"Europe"
"1207","Ethiopia","2007",273,59.2,"Africa"
"1208","Fiji","2007",3660,66.9,"Oceania"
"1209","Finland","2007",49300,79.5,"Europe"
"1210","France","2007",41600,81,"Europe"
"1211","Gabon","2007",9410,60.6,"Africa"
"1212","Gambia","2007",784,62.7,"Africa"
"1213","Georgia","2007",3030,73.8,"Europe"
"1214","Germany","2007",41600,80.1,"Europe"
"1215","Ghana","2007",1140,60.4,"Africa"
"1216","Greece","2007",30100,79.4,"Europe"
"1217","Grenada","2007",7820,74.5,"North America"
"1218","Guatemala","2007",2870,70.9,"North America"
"1219","Guinea","2007",667,56.3,"Africa"
"1220","Guinea-Bissau","2007",539,54.3,"Africa"
"1221","Guyana","2007",2770,67.7,"South America"
"1222","Haiti","2007",693,60.6,"North America"
"1223","Honduras","2007",1920,72.2,"North America"
"1224","Hungary","2007",13700,73.5,"Europe"
"1225","Iceland","2007",47800,81.9,"Europe"
"1226","India","2007",1170,66,"Asia"
"1227","Indonesia","2007",2760,69,"Asia"
"1228","Iran","2007",6370,74.7,"Asia"
"1229","Iraq","2007",4170,69.2,"Asia"
"1230","Ireland","2007",54700,79.6,"Europe"
"1231","Israel","2007",29700,80.6,"Asia"
"1232","Italy","2007",38300,81.4,"Europe"
"1233","Jamaica","2007",5110,76.4,"North America"
"1234","Japan","2007",45700,82.8,"Asia"
"1235","Jordan","2007",3700,75.8,"Asia"
"1236","Kazakhstan","2007",8520,66.2,"Asia"
"1237","Kenya","2007",921,58.4,"Africa"
"1238","Kiribati","2007",1650,60.5,"Oceania"
"1239","Kuwait","2007",49600,79.5,"Asia"
"1240","Latvia","2007",13700,70.8,"Europe"
"1241","Lebanon","2007",6210,76.6,"Asia"
"1242","Lesotho","2007",1040,44.5,"Africa"
"1243","Liberia","2007",482,60,"Africa"
"1244","Libya","2007",11700,74.8,"Africa"
"1245","Lithuania","2007",12900,70.7,"Europe"
"1246","Luxembourg","2007",112000,80.1,"Europe"
"1247","Madagascar","2007",498,61.4,"Africa"
"1248","Malawi","2007",419,49.7,"Africa"
"1249","Malaysia","2007",8610,74.5,"Asia"
"1250","Maldives","2007",7090,76.8,"Asia"
"1251","Mali","2007",677,57.8,"Africa"
"1252","Malta","2007",20600,79.6,"Europe"
"1253","Marshall Islands","2007",2840,62.4,"Oceania"
"1254","Mauritania","2007",1720,66.9,"Africa"
"1255","Mauritius","2007",7100,73.4,"Africa"
"1256","Mexico","2007",9620,75.9,"North America"
"1257","Moldova","2007",2240,69.3,"Europe"
"1258","Mongolia","2007",2420,65,"Asia"
"1259","Montenegro","2007",6480,75,"Europe"
"1260","Morocco","2007",2570,71.4,"Africa"
"1261","Mozambique","2007",421,50.8,"Africa"
"1262","Namibia","2007",5140,54.5,"Africa"
"1263","Nepal","2007",522,68.5,"Asia"
"1264","Netherlands","2007",51800,80.2,"Europe"
"1265","New Zealand","2007",34600,80,"Oceania"
"1266","Nicaragua","2007",1500,76.5,"North America"
"1267","Niger","2007",446,57.2,"Africa"
"1268","Nigeria","2007",1990,58.5,"Africa"
"1269","Norway","2007",91600,80.5,"Europe"
"1270","Oman","2007",17800,75.2,"Asia"
"1271","Pakistan","2007",994,63.5,"Asia"
"1272","Panama","2007",7240,78.2,"North America"
"1273","Papua New Guinea","2007",1780,55.7,"Oceania"
"1274","Paraguay","2007",3850,74.8,"South America"
"1275","Peru","2007",4360,77.9,"South America"
"1276","Philippines","2007",2050,69.2,"Asia"
"1277","Poland","2007",11300,75.3,"Europe"
"1278","Portugal","2007",22800,79.3,"Europe"
"1279","Qatar","2007",65200,77.2,"Asia"
"1280","Romania","2007",8020,73.2,"Europe"
"1281","Rwanda","2007",523,60.3,"Africa"
"1282","Samoa","2007",3770,72.4,"Oceania"
"1283","Sao Tome and Principe","2007",1000,67.3,"Africa"
"1284","Saudi Arabia","2007",19200,74.7,"Asia"
"1285","Senegal","2007",1260,64.5,"Africa"
"1286","Serbia","2007",5470,73.7,"Europe"
"1287","Seychelles","2007",11100,72.8,"Africa"
"1288","Sierra Leone","2007",376,53.5,"Africa"
"1289","Singapore","2007",44700,81.9,"Asia"
"1290","Slovenia","2007",24600,78.2,"Europe"
"1291","Solomon Islands","2007",1270,61,"Oceania"
"1292","South Africa","2007",7300,52.6,"Africa"
"1293","South Sudan","2007",NA,57,"Africa"
"1294","Spain","2007",32300,81,"Europe"
"1295","Sri Lanka","2007",2410,74.4,"Asia"
"1296","Sudan","2007",1370,66.5,"Africa"
"1297","Suriname","2007",7570,70.6,"South America"
"1298","Sweden","2007",53700,80.9,"Europe"
"1299","Switzerland","2007",75100,81.9,"Europe"
"1300","Tajikistan","2007",669,69.4,"Asia"
"1301","Tanzania","2007",685,58.3,"Africa"
"1302","Thailand","2007",4750,75.9,"Asia"
"1303","Togo","2007",497,57.7,"Africa"
"1304","Tonga","2007",3300,70.9,"Oceania"
"1305","Trinidad and Tobago","2007",16600,72.8,"North America"
"1306","Tunisia","2007",3840,76.3,"Africa"
"1307","Turkey","2007",10600,77.4,"Asia"
"1308","Turkmenistan","2007",3490,66.8,"Asia"
"1309","Uganda","2007",732,55.9,"Africa"
"1310","Ukraine","2007",3230,68.1,"Europe"
"1311","United Arab Emirates","2007",47300,72.6,"Asia"
"1312","United Kingdom","2007",41500,79.7,"Europe"
"1313","Uruguay","2007",10000,75.5,"South America"
"1314","Uzbekistan","2007",1370,67.7,"Asia"
"1315","Vanuatu","2007",2860,63.6,"Oceania"
"1316","Venezuela","2007",14400,75,"South America"
"1317","Vietnam","2007",1150,72.8,"Asia"
"1318","Yemen","2007",1250,66.8,"Asia"
"1319","Zambia","2007",1250,51.5,"Africa"
"1320","Zimbabwe","2007",890,45.9,"Africa"
"1321","Afghanistan","2008",412,58.8,"Asia"
"1322","Albania","2008",3780,77,"Europe"
"1323","Algeria","2008",4410,75.9,"Africa"
"1324","Andorra","2008",44300,82.2,"Europe"
"1325","Angola","2008",3650,58.4,"Africa"
"1326","Antigua and Barbuda","2008",16600,76.4,"North America"
"1327","Argentina","2008",10200,75.5,"South America"
"1328","Armenia","2008",3630,73.8,"Europe"
"1329","Australia","2008",51800,81.5,"Oceania"
"1330","Austria","2008",48100,80.4,"Europe"
"1331","Azerbaijan","2008",5270,68.8,"Europe"
"1332","Bahamas","2008",30200,73.5,"North America"
"1333","Bahrain","2008",21600,77.1,"Asia"
"1334","Bangladesh","2008",720,68.5,"Asia"
"1335","Barbados","2008",17400,76.3,"North America"
"1336","Belarus","2008",5560,70.3,"Europe"
"1337","Belgium","2008",44600,79.6,"Europe"
"1338","Belize","2008",4350,73.5,"North America"
"1339","Benin","2008",1050,60.5,"Africa"
"1340","Bhutan","2008",1930,70.8,"Asia"
"1341","Bolivia","2008",1880,70.1,"South America"
"1342","Bosnia and Herzegovina","2008",4680,76.1,"Europe"
"1343","Botswana","2008",6660,57,"Africa"
"1344","Brazil","2008",10700,74,"South America"
"1345","Brunei","2008",35800,75,"Asia"
"1346","Bulgaria","2008",6920,73.3,"Europe"
"1347","Burundi","2008",229,56,"Africa"
"1348","Cambodia","2008",764,66,"Asia"
"1349","Cameroon","2008",1290,56.3,"Africa"
"1350","Canada","2008",48500,80.8,"North America"
"1351","Cape Verde","2008",3460,73.7,"Africa"
"1352","Central African Republic","2008",441,46.7,"Africa"
"1353","Chad","2008",806,55.1,"Africa"
"1354","Chile","2008",12600,78.8,"South America"
"1355","China","2008",3800,75.4,"Asia"
"1356","Colombia","2008",6130,77.6,"South America"
"1357","Comoros","2008",1290,65.8,"Africa"
"1358","Costa Rica","2008",8030,80.2,"North America"
"1359","Croatia","2008",15200,75.8,"Europe"
"1360","Cuba","2008",5510,78.3,"North America"
"1361","Cyprus","2008",32700,79.3,"Europe"
"1362","Denmark","2008",60500,78.8,"Europe"
"1363","Djibouti","2008",NA,62.8,"Africa"
"1364","Dominica","2008",7010,74.2,"North America"
"1365","Dominican Republic","2008",5210,73.8,"North America"
"1366","Ecuador","2008",4600,74.2,"South America"
"1367","Egypt","2008",2500,69.4,"Africa"
"1368","El Salvador","2008",3010,73,"North America"
"1369","Equatorial Guinea","2008",20500,61.6,"Africa"
"1370","Eritrea","2008",489,57.5,"Africa"
"1371","Estonia","2008",16800,74.3,"Europe"
"1372","Ethiopia","2008",295,60.5,"Africa"
"1373","Fiji","2008",3660,67,"Oceania"
"1374","Finland","2008",49400,79.8,"Europe"
"1375","France","2008",41500,81.1,"Europe"
"1376","Gabon","2008",8830,61.2,"Africa"
"1377","Gambia","2008",809,63,"Africa"
"1378","Georgia","2008",3110,72.8,"Europe"
"1379","Germany","2008",42100,80.2,"Europe"
"1380","Ghana","2008",1210,60.8,"Africa"
"1381","Greece","2008",29900,79.8,"Europe"
"1382","Grenada","2008",7870,74.4,"North America"
"1383","Guatemala","2008",2910,71.4,"North America"
"1384","Guinea","2008",679,56.7,"Africa"
"1385","Guinea-Bissau","2008",543,54.7,"Africa"
"1386","Guyana","2008",2820,68,"South America"
"1387","Haiti","2008",687,60.9,"North America"
"1388","Honduras","2008",1960,72.5,"North America"
"1389","Hungary","2008",13900,74,"Europe"
"1390","Iceland","2008",47900,82,"Europe"
"1391","India","2008",1190,66.2,"Asia"
"1392","Indonesia","2008",2890,69.2,"Asia"
"1393","Iran","2008",6320,74.9,"Asia"
"1394","Iraq","2008",4440,71.6,"Asia"
"1395","Ireland","2008",51200,79.7,"Europe"
"1396","Israel","2008",30000,80.9,"Asia"
"1397","Italy","2008",37700,81.5,"Europe"
"1398","Jamaica","2008",5040,75.6,"North America"
"1399","Japan","2008",45200,82.9,"Asia"
"1400","Jordan","2008",3790,76.6,"Asia"
"1401","Kazakhstan","2008",8700,67.2,"Asia"
"1402","Kenya","2008",898,59.3,"Africa"
"1403","Kiribati","2008",1580,60.6,"Oceania"
"1404","Kuwait","2008",47900,79.6,"Asia"
"1405","Latvia","2008",13300,72.1,"Europe"
"1406","Lebanon","2008",6780,76.7,"Asia"
"1407","Lesotho","2008",1110,45.1,"Africa"
"1408","Liberia","2008",496,60.5,"Africa"
"1409","Libya","2008",11800,74.4,"Africa"
"1410","Lithuania","2008",13400,71.6,"Europe"
"1411","Luxembourg","2008",109000,80.5,"Europe"
"1412","Madagascar","2008",517,61.5,"Africa"
"1413","Malawi","2008",438,51.1,"Africa"
"1414","Malaysia","2008",8850,74.3,"Asia"
"1415","Maldives","2008",7570,77.5,"Asia"
"1416","Mali","2008",686,58.4,"Africa"
"1417","Malta","2008",21200,79.9,"Europe"
"1418","Marshall Islands","2008",2650,62.6,"Oceania"
"1419","Mauritania","2008",1660,67.4,"Africa"
"1420","Mauritius","2008",7460,73.5,"Africa"
"1421","Mexico","2008",9590,75.5,"North America"
"1422","Moldova","2008",2420,69.6,"Europe"
"1423","Mongolia","2008",2600,65.5,"Asia"
"1424","Montenegro","2008",6930,75.3,"Europe"
"1425","Morocco","2008",2690,71.6,"Africa"
"1426","Mozambique","2008",440,51.3,"Africa"
"1427","Namibia","2008",5190,56,"Africa"
"1428","Nepal","2008",548,68.7,"Asia"
"1429","Netherlands","2008",52700,80.3,"Europe"
"1430","New Zealand","2008",33900,80.1,"Oceania"
"1431","Nicaragua","2008",1530,76.8,"North America"
"1432","Niger","2008",463,58,"Africa"
"1433","Nigeria","2008",2070,59.2,"Africa"
"1434","Norway","2008",90900,80.7,"Europe"
"1435","Oman","2008",18600,75.2,"Asia"
"1436","Pakistan","2008",988,63.7,"Asia"
"1437","Panama","2008",7810,78.1,"North America"
"1438","Papua New Guinea","2008",1740,55.9,"Oceania"
"1439","Paraguay","2008",4040,74.9,"South America"
"1440","Peru","2008",4720,77.9,"South America"
"1441","Philippines","2008",2110,69.2,"Asia"
"1442","Poland","2008",11800,75.6,"Europe"
"1443","Portugal","2008",22900,79.5,"Europe"
"1444","Qatar","2008",65000,77.3,"Asia"
"1445","Romania","2008",8910,73.3,"Europe"
"1446","Rwanda","2008",566,61.8,"Africa"
"1447","Samoa","2008",3780,72.5,"Oceania"
"1448","Sao Tome and Principe","2008",1060,67.7,"Africa"
"1449","Saudi Arabia","2008",19800,74.7,"Asia"
"1450","Senegal","2008",1280,65.1,"Africa"
"1451","Serbia","2008",5810,73.9,"Europe"
"1452","Seychelles","2008",10600,73,"Africa"
"1453","Sierra Leone","2008",387,54.1,"Africa"
"1454","Singapore","2008",43200,82.2,"Asia"
"1455","Slovenia","2008",25400,78.6,"Europe"
"1456","Solomon Islands","2008",1330,61.4,"Oceania"
"1457","South Africa","2008",7430,53.4,"Africa"
"1458","South Sudan","2008",1510,57.4,"Africa"
"1459","Spain","2008",32100,81.3,"Europe"
"1460","Sri Lanka","2008",2540,73.7,"Asia"
"1461","Sudan","2008",1440,67,"Africa"
"1462","Suriname","2008",7800,70.8,"South America"
"1463","Sweden","2008",53100,81,"Europe"
"1464","Switzerland","2008",75800,82.2,"Europe"
"1465","Tajikistan","2008",707,69.6,"Asia"
"1466","Tanzania","2008",704,59.3,"Africa"
"1467","Thailand","2008",4800,76.3,"Asia"
"1468","Togo","2008",503,58,"Africa"
"1469","Tonga","2008",3370,70.9,"Oceania"
"1470","Trinidad and Tobago","2008",17100,72.4,"North America"
"1471","Tunisia","2008",3970,76.5,"Africa"
"1472","Turkey","2008",10600,77.7,"Asia"
"1473","Turkmenistan","2008",3950,67.6,"Asia"
"1474","Uganda","2008",771,57,"Africa"
"1475","Ukraine","2008",3320,68.3,"Europe"
"1476","United Arab Emirates","2008",42500,72.8,"Asia"
"1477","United Kingdom","2008",41000,79.8,"Europe"
"1478","Uruguay","2008",10700,76.1,"South America"
"1479","Uzbekistan","2008",1470,68,"Asia"
"1480","Vanuatu","2008",2970,63.7,"Oceania"
"1481","Venezuela","2008",14900,74.7,"South America"
"1482","Vietnam","2008",1200,73,"Asia"
"1483","Yemen","2008",1260,67.2,"Asia"
"1484","Zambia","2008",1310,53,"Africa"
"1485","Zimbabwe","2008",726,46.3,"Africa"
"1486","Afghanistan","2009",488,59.3,"Asia"
"1487","Albania","2009",3930,77.5,"Europe"
"1488","Algeria","2009",4400,76.1,"Africa"
"1489","Andorra","2009",41700,82.2,"Europe"
"1490","Angola","2009",3550,59.1,"Africa"
"1491","Antigua and Barbuda","2009",14300,76.6,"North America"
"1492","Argentina","2009",9500,75.6,"South America"
"1493","Armenia","2009",3140,73.9,"Europe"
"1494","Australia","2009",51800,81.7,"Oceania"
"1495","Austria","2009",46100,80.3,"Europe"
"1496","Azerbaijan","2009",5640,69.1,"Europe"
"1497","Bahamas","2009",28400,73.3,"North America"
"1498","Bahrain","2009",20800,77.8,"Asia"
"1499","Bangladesh","2009",748,69.1,"Asia"
"1500","Barbados","2009",16500,76.7,"North America"
"1501","Belarus","2009",5580,70.4,"Europe"
"1502","Belgium","2009",43300,79.8,"Europe"
"1503","Belize","2009",4250,73.5,"North America"
"1504","Benin","2009",1040,61,"Africa"
"1505","Bhutan","2009",2040,71.1,"Asia"
"1506","Bolivia","2009",1910,70.5,"South America"
"1507","Bosnia and Herzegovina","2009",4560,76.1,"Europe"
"1508","Botswana","2009",6030,58.4,"Africa"
"1509","Brazil","2009",10600,74.2,"South America"
"1510","Brunei","2009",34800,75,"Asia"
"1511","Bulgaria","2009",6730,73.6,"Europe"
"1512","Burundi","2009",230,56.9,"Africa"
"1513","Cambodia","2009",753,66.6,"Asia"
"1514","Cameroon","2009",1280,56.9,"Africa"
"1515","Canada","2009",46500,81.1,"North America"
"1516","Cape Verde","2009",3370,74,"Africa"
"1517","Central African Republic","2009",472,47.4,"Africa"
"1518","Chad","2009",813,55.8,"Africa"
"1519","Chile","2009",12200,78.6,"South America"
"1520","China","2009",4130,75.7,"Asia"
"1521","Colombia","2009",6130,77.7,"South America"
"1522","Comoros","2009",1300,65.4,"Africa"
"1523","Costa Rica","2009",7850,80.3,"North America"
"1524","Croatia","2009",14100,76.4,"Europe"
"1525","Cuba","2009",5600,78.3,"North America"
"1526","Cyprus","2009",31200,79.7,"Europe"
"1527","Denmark","2009",57200,79,"Europe"
"1528","Djibouti","2009",NA,63.3,"Africa"
"1529","Dominica","2009",6920,74,"North America"
"1530","Dominican Republic","2009",5190,74,"North America"
"1531","Ecuador","2009",4550,74.5,"South America"
"1532","Egypt","2009",2570,69.3,"Africa"
"1533","El Salvador","2009",2930,72.8,"North America"
"1534","Equatorial Guinea","2009",19900,61.9,"Africa"
"1535","Eritrea","2009",499,58.1,"Africa"
"1536","Estonia","2009",14400,75,"Europe"
"1537","Ethiopia","2009",312,61.7,"Africa"
"1538","Fiji","2009",3570,67.3,"Oceania"
"1539","Finland","2009",45200,80,"Europe"
"1540","France","2009",40100,81.2,"Europe"
"1541","Gabon","2009",8550,61.9,"Africa"
"1542","Gambia","2009",837,63.3,"Africa"
"1543","Georgia","2009",3020,72.8,"Europe"
"1544","Germany","2009",39800,80.3,"Europe"
"1545","Ghana","2009",1230,61.2,"Africa"
"1546","Greece","2009",28500,80,"Europe"
"1547","Grenada","2009",7330,74.2,"North America"
"1548","Guatemala","2009",2870,71.3,"North America"
"1549","Guinea","2009",656,56.9,"Africa"
"1550","Guinea-Bissau","2009",547,55.3,"Africa"
"1551","Guyana","2009",2920,68.6,"South America"
"1552","Haiti","2009",698,61.5,"North America"
"1553","Honduras","2009",1870,72.7,"North America"
"1554","Hungary","2009",13000,74.2,"Europe"
"1555","Iceland","2009",44500,82.1,"Europe"
"1556","India","2009",1270,66.5,"Asia"
"1557","Indonesia","2009",2980,69.4,"Asia"
"1558","Iran","2009",6310,75,"Asia"
"1559","Iraq","2009",4490,72.7,"Asia"
"1560","Ireland","2009",48100,79.8,"Europe"
"1561","Israel","2009",29600,81.3,"Asia"
"1562","Italy","2009",35500,81.7,"Europe"
"1563","Jamaica","2009",4800,75,"North America"
"1564","Japan","2009",42700,83.1,"Asia"
"1565","Jordan","2009",3800,77.2,"Asia"
"1566","Kazakhstan","2009",8570,68.2,"Asia"
"1567","Kenya","2009",902,60.2,"Africa"
"1568","Kiribati","2009",1560,60.8,"Oceania"
"1569","Kuwait","2009",41900,80.2,"Asia"
"1570","Latvia","2009",11600,72.8,"Europe"
"1571","Lebanon","2009",7400,77,"Asia"
"1572","Lesotho","2009",1130,46.5,"Africa"
"1573","Liberia","2009",502,60.9,"Africa"
"1574","Libya","2009",11600,73.6,"Africa"
"1575","Lithuania","2009",11500,73.1,"Europe"
"1576","Luxembourg","2009",102000,80.7,"Europe"
"1577","Madagascar","2009",482,61.5,"Africa"
"1578","Malawi","2009",461,52.5,"Africa"
"1579","Malaysia","2009",8560,74.1,"Asia"
"1580","Maldives","2009",6830,78.5,"Asia"
"1581","Mali","2009",696,59,"Africa"
"1582","Malta","2009",20500,80.2,"Europe"
"1583","Marshall Islands","2009",2680,62.8,"Oceania"
"1584","Mauritania","2009",1620,67.8,"Africa"
"1585","Mauritius","2009",7680,73.6,"Africa"
"1586","Mexico","2009",8950,75.2,"North America"
"1587","Moldova","2009",2270,69.6,"Europe"
"1588","Mongolia","2009",2530,65.6,"Asia"
"1589","Montenegro","2009",6520,75.7,"Europe"
"1590","Morocco","2009",2770,71.9,"Africa"
"1591","Mozambique","2009",455,51.7,"Africa"
"1592","Namibia","2009",5110,57.3,"Africa"
"1593","Nepal","2009",568,69,"Asia"
"1594","Netherlands","2009",50500,80.6,"Europe"
"1595","New Zealand","2009",33600,80.4,"Oceania"
"1596","Nicaragua","2009",1460,77.1,"North America"
"1597","Niger","2009",454,58.5,"Africa"
"1598","Nigeria","2009",2180,59.9,"Africa"
"1599","Norway","2009",88200,80.8,"Europe"
"1600","Oman","2009",18900,75.3,"Asia"
"1601","Pakistan","2009",993,64,"Asia"
"1602","Panama","2009",7770,78.1,"North America"
"1603","Papua New Guinea","2009",1810,56,"Oceania"
"1604","Paraguay","2009",3970,74.7,"South America"
"1605","Peru","2009",4730,77.4,"South America"
"1606","Philippines","2009",2100,69.1,"Asia"
"1607","Poland","2009",12100,75.9,"Europe"
"1608","Portugal","2009",22100,79.7,"Europe"
"1609","Qatar","2009",63200,77.6,"Asia"
"1610","Romania","2009",8490,73.4,"Europe"
"1611","Rwanda","2009",585,63.1,"Africa"
"1612","Samoa","2009",3580,70.3,"Oceania"
"1613","Sao Tome and Principe","2009",1050,68.4,"Africa"
"1614","Saudi Arabia","2009",18900,74.7,"Asia"
"1615","Senegal","2009",1270,65.5,"Africa"
"1616","Serbia","2009",5670,74,"Europe"
"1617","Seychelles","2009",10500,73,"Africa"
"1618","Sierra Leone","2009",390,54.6,"Africa"
"1619","Singapore","2009",42000,82.9,"Asia"
"1620","Slovenia","2009",23300,79.1,"Europe"
"1621","Solomon Islands","2009",1240,61.4,"Oceania"
"1622","South Africa","2009",7220,54.5,"Africa"
"1623","South Sudan","2009",1510,56.9,"Africa"
"1624","Spain","2009",30600,81.7,"Europe"
"1625","Sri Lanka","2009",2610,74,"Asia"
"1626","Sudan","2009",1440,67.3,"Africa"
"1627","Suriname","2009",7940,71.3,"South America"
"1628","Sweden","2009",50300,81.2,"Europe"
"1629","Switzerland","2009",73200,82.2,"Europe"
"1630","Tajikistan","2009",719,69.7,"Asia"
"1631","Tanzania","2009",720,60,"Africa"
"1632","Thailand","2009",4740,76.8,"Asia"
"1633","Togo","2009",517,58.6,"Africa"
"1634","Tonga","2009",3430,68.8,"Oceania"
"1635","Trinidad and Tobago","2009",16200,73,"North America"
"1636","Tunisia","2009",4040,76.7,"Africa"
"1637","Turkey","2009",9980,77.5,"Asia"
"1638","Turkmenistan","2009",4130,68.8,"Asia"
"1639","Uganda","2009",797,58.1,"Africa"
"1640","Ukraine","2009",2840,70.1,"Europe"
"1641","United Arab Emirates","2009",36000,72.9,"Asia"
"1642","United Kingdom","2009",39000,80.2,"Europe"
"1643","Uruguay","2009",11200,76.4,"South America"
"1644","Uzbekistan","2009",1560,68.5,"Asia"
"1645","Vanuatu","2009",2990,63.8,"Oceania"
"1646","Venezuela","2009",14200,74.8,"South America"
"1647","Vietnam","2009",1250,73.2,"Asia"
"1648","Yemen","2009",1270,67.5,"Asia"
"1649","Zambia","2009",1390,54.5,"Africa"
"1650","Zimbabwe","2009",803,47.2,"Africa"
"1651","Afghanistan","2010",543,59.9,"Asia"
"1652","Albania","2010",4090,77.6,"Europe"
"1653","Algeria","2010",4480,76.3,"Africa"
"1654","Andorra","2010",40900,82.3,"Europe"
"1655","Angola","2010",3590,59.9,"Africa"
"1656","Antigua and Barbuda","2010",13000,76.6,"North America"
"1657","Argentina","2010",10400,75.8,"South America"
"1658","Armenia","2010",3220,74,"Europe"
"1659","Australia","2010",52000,82,"Oceania"
"1660","Austria","2010",46900,80.6,"Europe"
"1661","Azerbaijan","2010",5840,69.3,"Europe"
"1662","Bahamas","2010",28400,73.4,"North America"
"1663","Bahrain","2010",20700,78.2,"Asia"
"1664","Bangladesh","2010",781,69.5,"Asia"
"1665","Barbados","2010",16100,76.7,"North America"
"1666","Belarus","2010",6030,70.4,"Europe"
"1667","Belgium","2010",44100,80.1,"Europe"
"1668","Belize","2010",4270,73.6,"North America"
"1669","Benin","2010",1040,61.4,"Africa"
"1670","Bhutan","2010",2260,71.6,"Asia"
"1671","Bolivia","2010",1960,70.8,"South America"
"1672","Bosnia and Herzegovina","2010",4640,76.3,"Europe"
"1673","Botswana","2010",6430,60.2,"Africa"
"1674","Brazil","2010",11300,74.4,"South America"
"1675","Brunei","2010",35300,75.1,"Asia"
"1676","Bulgaria","2010",6810,73.8,"Europe"
"1677","Burundi","2010",234,57.8,"Africa"
"1678","Cambodia","2010",786,67.1,"Asia"
"1679","Cameroon","2010",1290,57.7,"Africa"
"1680","Canada","2010",47400,81.4,"North America"
"1681","Cape Verde","2010",3380,74.3,"Africa"
"1682","Central African Republic","2010",488,48,"Africa"
"1683","Chad","2010",893,56.4,"Africa"
"1684","Chile","2010",12800,78.6,"South America"
"1685","China","2010",4550,75.8,"Asia"
"1686","Colombia","2010",6340,78.1,"South America"
"1687","Comoros","2010",1320,66.5,"Africa"
"1688","Costa Rica","2010",8140,79.4,"North America"
"1689","Croatia","2010",13900,76.8,"Europe"
"1690","Cuba","2010",5730,78.3,"North America"
"1691","Cyprus","2010",31000,80.1,"Europe"
"1692","Denmark","2010",58000,79.3,"Europe"
"1693","Djibouti","2010",1340,63.8,"Africa"
"1694","Dominica","2010",6970,73.6,"North America"
"1695","Dominican Republic","2010",5560,74,"North America"
"1696","Ecuador","2010",4630,74.7,"South America"
"1697","Egypt","2010",2640,69.4,"Africa"
"1698","El Salvador","2010",2980,73.4,"North America"
"1699","Equatorial Guinea","2010",17300,62.2,"Africa"
"1700","Eritrea","2010",501,58.6,"Africa"
"1701","Estonia","2010",14800,76,"Europe"
"1702","Ethiopia","2010",342,62.9,"Africa"
"1703","Fiji","2010",3650,67.4,"Oceania"
"1704","Finland","2010",46500,80.2,"Europe"
"1705","France","2010",40600,81.4,"Europe"
"1706","Gabon","2010",8850,62.8,"Africa"
