"","year","id","ballot","age","childs","sibs","degree","race","sex","region","income16","relig","marital","padeg","madeg","partyid","polviews","happy","partners","grass","zodiac","pres12","wtssall","income_rc","agegrp","ageq","siblings","kids","religion","bigregion","partners_rc","obama"
"1167",2016,1167,2,40,3,2,"Junior College","White","Male","South Atlantic","$50000 to 59999","Protestant","Married","High School",,"Not Str Democrat","Moderate","Very Happy","1 Partner","Legal","Aquarius",NA,0.956993511490439,"Gt $50000","Age 35-45","Age 34-49","2","3","Protestant","South","1",NA
"1168",2016,1168,3,37,0,2,"Bachelor","White","Female","South Atlantic","$75000 to $89999","Catholic","Never Married","Bachelor","Graduate","Strong Republican","Conservative","Pretty Happy","No Partners","Not Legal","Pisces",2,0.478496755745219,"Gt $75000","Age 35-45","Age 34-49","2","0","Catholic","South","0",0
"1169",2016,1169,2,40,2,2,"Bachelor","White","Female","South Atlantic","$60000 to 74999","Protestant","Married",,NA,"Not Str Republican","Slightly Conservative","Very Happy","1 Partner","Legal","Libra",2,0.956993511490439,"Gt $60000","Age 35-45","Age 34-49","2","2","Protestant","South","1",0
"1170",2016,1170,1,36,5,1,"Bachelor","White","Male","South Atlantic","$75000 to $89999","Catholic","Married","High School","High School","Ind,near Rep","Slightly Conservative","Very Happy",,NA,"Taurus",NA,1.56436336297524,"Gt $75000","Age 35-45","Age 34-49","1","4+","Catholic","South",NA,NA
"1171",2016,1171,3,47,3,5,"Lt High School","Black","Male","South Atlantic","$150000 to $169999","Catholic","Married",,"Lt High School","Not Str Democrat","Extremely Liberal","Very Happy","1 Partner","Not Legal","Cancer",1,3.9109084074381,"Gt $150000","Age 45-55","Age 34-49","5","3","Catholic","South","1",1
"1172",2016,1172,3,37,2,3,"Graduate","White","Female","South Atlantic","$170000 or over","None","Married",,"Graduate","Not Str Democrat","Slightly Liberal","Pretty Happy","1 Partner","Legal","Gemini",1,0.956993511490439,"Gt $170000","Age 35-45","Age 34-49","3","2","None","South","1",1
"1173",2016,1173,1,89,2,5,"High School","White","Male","South Atlantic",,"Catholic","Widowed","Lt High School","Bachelor","Not Str Republican","Moderate","Pretty Happy",NA,NA,"Scorpio",2,2.34654504446286,NA,"Age 65+","Age 62+","5","2","Catholic","South",NA,0
"1174",2016,1174,3,71,2,1,"Bachelor","White","Female","South Atlantic","$50000 to 59999","Protestant","Married","High School","High School","Independent","Moderate","Pretty Happy","1 Partner","Not Legal","Aries",1,2.34654504446286,"Gt $50000","Age 65+","Age 62+","1","2","Protestant","South","1",1
"1175",2016,1175,1,21,0,3,"High School","White","Female","South Atlantic","$75000 to $89999","None","Never Married",,"High School","Strong Democrat","Liberal","Pretty Happy",NA,NA,"Capricorn",NA,3.12872672595048,"Gt $75000","Age 18-35","Age 18-34","3","0","None","South",NA,NA
"1176",2016,1176,2,80,2,1,"Bachelor","White","Female","South Atlantic","$25000 to 29999","Protestant","Widowed","High School","High School","Not Str Republican","Extremely Conservative","Not Too Happy","No Partners","Not Legal","Capricorn",2,0.478496755745219,"Gt $25000","Age 65+","Age 62+","1","2","Protestant","South","0",0
"1177",2016,1177,1,67,0,1,"Bachelor","White","Female","South Atlantic","$12500 to 14999","None","Never Married","Bachelor","Graduate","Not Str Democrat","Extremely Liberal","Pretty Happy",,NA,NA,1,0.782181681487619,"Gt $10000","Age 65+","Age 62+","1","0","None","South",NA,1
"1178",2016,1178,1,34,1,3,"High School","White","Male","Pacific","$50000 to 59999","None","Married","High School","High School","Ind,near Dem","Slightly Liberal","Pretty Happy",,NA,"Libra",NA,0.956993511490439,"Gt $50000","Age 18-35","Age 18-34","3","1","None","West",NA,NA
"1179",2016,1179,3,65,0,1,"High School","Other","Male","Pacific","$40000 to 49999","None","Never Married","High School","High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Pisces",,0.478496755745219,"Gt $40000","Age 55-65","Age 62+","1","0","None","West","1",NA
"1180",2016,1180,1,68,2,1,"High School","Other","Female","Pacific","$60000 to 74999","Protestant","Married","High School","High School","Strong Republican","Conservative","Pretty Happy",,NA,"Gemini",2,0.956993511490439,"Gt $60000","Age 65+","Age 62+","1","2","Protestant","West",NA,0
"1181",2016,1181,3,38,7,7,"Lt High School","White","Female","Pacific","$17500 to 19999","Catholic","Never Married","Lt High School",,"Independent","Slightly Conservative","Pretty Happy","1 Partner","Not Legal","Libra",NA,1.43549026723566,"Gt $15000","Age 35-45","Age 34-49","6+","4+","Catholic","West","1",NA
"1182",2016,1182,2,67,1,3,"High School","White","Female","Pacific","$170000 or over","Protestant","Married","High School","High School","Strong Democrat","Slightly Liberal","Pretty Happy","1 Partner","Legal","Aries",2,0.956993511490439,"Gt $170000","Age 65+","Age 62+","3","1","Protestant","West","1",0
"1183",2016,1183,2,59,0,2,"High School","White","Female","Pacific","$40000 to 49999","Other","Married",,"High School","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Cancer",1,0.956993511490439,"Gt $40000","Age 55-65","Age 49-62","2","0","Other","West","1",1
"1184",2016,1184,3,52,2,5,"High School","Other","Female","Pacific","$110000 to $129999","Other Eastern","Married","Lt High School","Lt High School","Strong Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Scorpio",1,1.43549026723566,"Gt $110000","Age 45-55","Age 49-62","5","2","Other","West","1",1
"1185",2016,1185,3,49,0,0,"Graduate","Other","Female","Pacific","$1 000 to 2 999","Catholic","Never Married","High School","Bachelor","Ind,near Rep","Moderate","Pretty Happy","4 Partners","Not Legal","Aries",1,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","0","0","Catholic","West","4+",1
"1186",2016,1186,1,63,6,8,"Lt High School","Other","Male","Pacific","$22500 to 24999","Catholic","Married","Lt High School","Lt High School","Independent",,"Very Happy",NA,NA,"Virgo",NA,0.956993511490439,"Gt $20000","Age 55-65","Age 62+","6+","4+","Catholic","West",NA,NA
"1187",2016,1187,3,26,1,2,"High School","White","Male","Pacific","$35000 to 39999","None","Never Married","Bachelor","High School","Ind,near Dem","Moderate","Pretty Happy","1 Partner","Legal","Gemini",,0.956993511490439,"Gt $35000","Age 18-35","Age 18-34","2","1","None","West","1",NA
"1188",2016,1188,3,70,1,3,"High School","White","Female","Pacific","$30000 to 34999","None","Widowed",,"High School","Not Str Republican","Slightly Conservative","Not Too Happy","No Partners","Legal","Scorpio",NA,0.782181681487619,"Gt $30000","Age 65+","Age 62+","3","1","None","West","0",NA
"1189",2016,1189,1,21,0,8,"High School","White","Female","Pacific","$20000 to 22499","None","Never Married",,"High School","Not Str Republican","Slightly Conservative","Pretty Happy",NA,NA,"Aries",NA,1.56436336297524,"Gt $20000","Age 18-35","Age 18-34","6+","0","None","West",NA,NA
"1190",2016,1190,3,69,0,1,"High School","White","Male","Pacific","$35000 to 39999","Protestant","Married","High School","High School","Strong Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Scorpio",1,0.956993511490439,"Gt $35000","Age 65+","Age 62+","1","0","Protestant","West","1",1
"1191",2016,1191,2,51,2,5,"High School","Black","Male","Pacific","$15000 to 17499","Protestant","Married",,"High School","Strong Democrat","Conservative","Not Too Happy","1 Partner","Legal","Virgo",1,0.956993511490439,"Gt $15000","Age 45-55","Age 49-62","5","2","Protestant","West","1",1
"1192",2016,1192,3,39,0,1,"High School","White","Male","Pacific","$170000 or over","None","Married","High School","High School","Ind,near Rep","Slightly Conservative","Pretty Happy","2 Partners","Legal","Aquarius",,2.34654504446286,"Gt $170000","Age 35-45","Age 34-49","1","0","None","West","2",NA
"1193",2016,1193,2,35,1,3,"High School","Black","Male","Pacific","$90000 to $109999","Catholic","Never Married","High School","High School","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Gemini",1,0.956993511490439,"Gt $90000","Age 18-35","Age 34-49","3","1","Catholic","West","1",1
"1194",2016,1194,1,29,0,3,"High School","White","Male","Pacific","$90000 to $109999","Protestant","Divorced","Lt High School","High School","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Aquarius",NA,0.478496755745219,"Gt $90000","Age 18-35","Age 18-34","3","0","Protestant","West",NA,NA
"1195",2016,1195,3,45,1,2,"High School","White","Male","Pacific","$75000 to $89999","Protestant","Divorced",,"High School","Not Str Republican","Slightly Conservative","Pretty Happy","2 Partners","Not Legal","Pisces",2,0.478496755745219,"Gt $75000","Age 35-45","Age 34-49","2","1","Protestant","West","2",0
"1196",2016,1196,3,41,2,2,"Graduate","White","Male","Pacific","$170000 or over","None","Married","Graduate","Graduate","Other Party","Liberal","Pretty Happy","1 Partner","Legal","Scorpio",1,0.956993511490439,"Gt $170000","Age 35-45","Age 34-49","2","2","None","West","1",1
"1197",2016,1197,1,46,0,4,"Bachelor","White","Male","Pacific","$40000 to 49999","Catholic","Never Married","Bachelor","Bachelor","Not Str Democrat","Moderate","Pretty Happy",,NA,"Libra",1,0.956993511490439,"Gt $40000","Age 45-55","Age 34-49","4","0","Catholic","West",NA,1
"1198",2016,1198,3,23,0,4,"Bachelor","Other","Male","Pacific","$10000 to 12499","Protestant","Never Married","Graduate","High School","Not Str Republican","Conservative","Not Too Happy","No Partners","Legal","Libra",2,2.3924837787261,"Gt $10000","Age 18-35","Age 18-34","4","0","Protestant","West","0",0
"1199",2016,1199,1,31,0,2,"High School","White","Female","Pacific","$25000 to 29999","Other Eastern","Never Married","High School","High School","Ind,near Dem","Slightly Liberal","Not Too Happy",,NA,"Virgo",NA,0.782181681487619,"Gt $25000","Age 18-35","Age 18-34","2","0","Other","West",NA,NA
"1200",2016,1200,3,47,2,2,"Bachelor","White","Male","Pacific","$90000 to $109999","Protestant","Married","Lt High School","Bachelor","Other Party","Extremely Conservative","Pretty Happy","1 Partner",,"Aries",2,1.56436336297524,"Gt $90000","Age 45-55","Age 34-49","2","2","Protestant","West","1",0
"1201",2016,1201,3,45,2,3,"Bachelor","Other","Female","Pacific",,"Catholic","Married","Bachelor","Bachelor","Not Str Republican","Slightly Conservative","Pretty Happy","1 Partner",NA,"Gemini",2,1.56436336297524,NA,"Age 35-45","Age 34-49","3","2","Catholic","West","1",0
"1202",2016,1202,3,58,2,6,"Bachelor","White","Female","Pacific","$130000 to $149999","Catholic","Married","Bachelor",,"Ind,near Dem","Liberal","Not Too Happy","11-20 Partners","Legal","Leo",3,0.956993511490439,"Gt $130000","Age 55-65","Age 49-62","6+","2","Catholic","West","4+",0
"1203",2016,1203,2,26,0,1,"High School","White","Male","Pacific","$30000 to 34999","None","Never Married","High School","Graduate","Independent","Moderate","Pretty Happy","1 Partner","Not Legal","Pisces",,0.478496755745219,"Gt $30000","Age 18-35","Age 18-34","1","0","None","West","1",NA
"1204",2016,1204,3,66,2,1,"Graduate","White","Male","Middle Atlantic","$130000 to $149999","Catholic","Divorced","Lt High School","High School","Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Legal","Scorpio",1,0.478496755745219,"Gt $130000","Age 65+","Age 62+","1","2","Catholic","Northeast","1",1
"1205",2016,1205,2,35,0,6,"Bachelor","Black","Female","Middle Atlantic","$40000 to 49999","Protestant","Never Married","High School","Graduate","Not Str Republican","Slightly Conservative","Pretty Happy","No Partners","Legal","Leo",1,0.956993511490439,"Gt $40000","Age 18-35","Age 34-49","6+","0","Protestant","Northeast","0",1
"1206",2016,1206,1,41,2,3,"Lt High School","Other","Male","Middle Atlantic","$40000 to 49999","None","Divorced","High School","Bachelor","Other Party",,"Pretty Happy",NA,NA,"Taurus",2,0.478496755745219,"Gt $40000","Age 35-45","Age 34-49","3","2","None","Northeast",NA,0
"1207",2016,1207,3,44,3,3,"Graduate","White","Female","Middle Atlantic","$75000 to $89999","Protestant","Married",,"Junior College","Strong Republican","Conservative","Pretty Happy","1 Partner","Legal","Leo",2,0.956993511490439,"Gt $75000","Age 35-45","Age 34-49","3","3","Protestant","Northeast","1",0
"1208",2016,1208,2,66,0,1,"High School","White","Male","Middle Atlantic","$110000 to $129999","Protestant","Married","High School","High School","Ind,near Dem","Slightly Conservative","Very Happy","1 Partner","Not Legal","Taurus",2,1.56436336297524,"Gt $110000","Age 65+","Age 62+","1","0","Protestant","Northeast","1",0
"1209",2016,1209,1,57,1,2,"High School","White","Male","Middle Atlantic","$40000 to 49999","Catholic","Divorced","High School","High School","Not Str Republican","Moderate","Pretty Happy",,NA,"Sagittarius",2,0.782181681487619,"Gt $40000","Age 55-65","Age 49-62","2","1","Catholic","Northeast",NA,0
"1210",2016,1210,1,89,5,2,"Bachelor","White","Male","Middle Atlantic","$90000 to $109999","None","Widowed","Graduate","High School","Strong Republican","Slightly Conservative","Pretty Happy",,NA,"Taurus",2,0.478496755745219,"Gt $90000","Age 65+","Age 62+","2","4+","None","Northeast",NA,0
"1211",2016,1211,2,27,0,7,"Junior College","White","Female","Middle Atlantic","$60000 to 74999","Protestant","Never Married","High School",,"Not Str Democrat","Moderate","Pretty Happy","1 Partner","Legal","Pisces",1,1.56436336297524,"Gt $60000","Age 18-35","Age 18-34","6+","0","Protestant","Northeast","1",1
"1212",2016,1212,2,43,2,2,"High School","Black","Male","Middle Atlantic","$50000 to 59999","Protestant","Never Married",,"High School","Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Legal","Gemini",NA,0.956993511490439,"Gt $50000","Age 35-45","Age 34-49","2","2","Protestant","Northeast","1",NA
"1213",2016,1213,3,64,0,2,"High School","Black","Male","Middle Atlantic","$8 000 to 9 999","Protestant","Never Married","Lt High School","High School","Not Str Democrat","Moderate","Not Too Happy",,"Legal","Taurus",1,0.478496755745219,"Gt $0","Age 55-65","Age 62+","2","0","Protestant","Northeast",NA,1
"1214",2016,1214,2,44,1,3,"High School","Black","Female","Middle Atlantic","$22500 to 24999","None","Married","High School","High School","Not Str Democrat","Conservative","Not Too Happy","1 Partner","Not Legal","Cancer",,0.956993511490439,"Gt $20000","Age 35-45","Age 34-49","3","1","None","Northeast","1",NA
"1215",2016,1215,1,65,2,9,"High School","Black","Female","Middle Atlantic","$17500 to 19999","Moslem/Islam","Never Married","Lt High School",,"Strong Democrat","Liberal","Very Happy",NA,NA,"Gemini",1,0.478496755745219,"Gt $15000","Age 55-65","Age 62+","6+","2","Other","Northeast",NA,1
"1216",2016,1216,2,24,0,5,"Lt High School","White","Female","Middle Atlantic","$20000 to 22499","Protestant","Never Married","High School","High School","Independent","Moderate","Pretty Happy","1 Partner","Legal","Pisces",2,2.34654504446286,"Gt $20000","Age 18-35","Age 18-34","5","0","Protestant","Northeast","1",0
"1217",2016,1217,1,72,3,1,"High School","White","Female","Middle Atlantic","$3 000 to 3 999","Protestant","Widowed","Lt High School","Lt High School","Strong Republican","Conservative","Not Too Happy",,NA,"Pisces",2,1.56436336297524,"Gt $0","Age 65+","Age 62+","1","3","Protestant","Northeast",NA,0
"1218",2016,1218,2,22,0,3,"High School","White","Male","Middle Atlantic","$12500 to 14999","None","Never Married",,"High School","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Leo",1,0.478496755745219,"Gt $10000","Age 18-35","Age 18-34","3","0","None","Northeast","1",1
"1219",2016,1219,1,57,2,2,"Bachelor","White","Female","Middle Atlantic","$150000 to $169999","Catholic","Married","High School","High School","Not Str Republican","Slightly Conservative","Pretty Happy",,NA,"Aries",2,3.12872672595048,"Gt $150000","Age 55-65","Age 49-62","2","2","Catholic","Northeast",NA,0
"1220",2016,1220,1,63,3,3,"High School","White","Female","Middle Atlantic","$60000 to 74999","Catholic","Married","High School","Lt High School","Independent","Slightly Liberal","Pretty Happy",,NA,"Taurus",NA,0.956993511490439,"Gt $60000","Age 55-65","Age 62+","3","3","Catholic","Northeast",NA,NA
"1221",2016,1221,3,55,1,5,"Junior College","Other","Female","Middle Atlantic","$35000 to 39999","None","Divorced","High School","Lt High School","Other Party","Moderate","Pretty Happy","1 Partner","Legal","Leo",,0.956993511490439,"Gt $35000","Age 45-55","Age 49-62","5","1","None","Northeast","1",NA
"1222",2016,1222,2,56,1,2,"Bachelor","White","Male","Middle Atlantic","$50000 to 59999","Catholic","Divorced","High School",,"Strong Republican","Slightly Conservative","Pretty Happy","1 Partner","Legal","Aquarius",2,0.478496755745219,"Gt $50000","Age 55-65","Age 49-62","2","1","Catholic","Northeast","1",0
"1223",2016,1223,2,87,6,3,"Bachelor","White","Male","Middle Atlantic","$130000 to $149999","Catholic","Widowed","Lt High School","Lt High School","Not Str Republican","Conservative","Not Too Happy","No Partners","Not Legal","Virgo",2,0.956993511490439,"Gt $130000","Age 65+","Age 62+","3","4+","Catholic","Northeast","0",0
"1224",2016,1224,1,53,2,5,"High School","White","Female","Middle Atlantic","$90000 to $109999","Catholic","Married","Bachelor","High School","Strong Democrat","Moderate","Pretty Happy",,NA,"Gemini",1,0.956993511490439,"Gt $90000","Age 45-55","Age 49-62","5","2","Catholic","Northeast",NA,1
"1225",2016,1225,2,36,3,3,"High School","White","Male","Middle Atlantic","$170000 or over","Catholic","Married","Graduate","Bachelor","Other Party","Slightly Conservative","Very Happy","1 Partner","Legal","Taurus",2,1.91398702298088,"Gt $170000","Age 35-45","Age 34-49","3","3","Catholic","Northeast","1",0
"1226",2016,1226,3,52,3,1,"High School","White","Female","Middle Atlantic","$30000 to 34999","Catholic","Married","High School","High School","Not Str Republican","Slightly Conservative","Very Happy","1 Partner","Legal","Leo",2,1.43549026723566,"Gt $30000","Age 45-55","Age 49-62","1","3","Catholic","Northeast","1",0
"1227",2016,1227,2,37,0,2,"Graduate","White","Male","Middle Atlantic","$35000 to 39999","Protestant","Divorced","High School","Bachelor","Strong Democrat","Liberal","Pretty Happy","1 Partner","Legal","Virgo",1,0.478496755745219,"Gt $35000","Age 35-45","Age 34-49","2","0","Protestant","Northeast","1",1
"1228",2016,1228,3,75,3,2,"High School","White","Male","Middle Atlantic","$75000 to $89999","Hinduism","Married","Lt High School","High School","Not Str Democrat","Liberal","Not Too Happy","1 Partner","Not Legal","Scorpio",1,1.43549026723566,"Gt $75000","Age 65+","Age 62+","2","3","Other","Northeast","1",1
"1229",2016,1229,2,24,0,4,"High School","White","Male","Middle Atlantic",,"None","Never Married","High School","High School","Independent",NA,"Not Too Happy","2 Partners","Legal","Aries",NA,1.43549026723566,NA,"Age 18-35","Age 18-34","4","0","None","Northeast","2",NA
"1230",2016,1230,3,28,0,2,"Bachelor","White","Female","Middle Atlantic","$75000 to $89999","Catholic","Married","Bachelor","High School","Not Str Democrat","Conservative","Very Happy","1 Partner","Legal","Gemini",1,1.56436336297524,"Gt $75000","Age 18-35","Age 18-34","2","0","Catholic","Northeast","1",1
"1231",2016,1231,2,21,0,1,"High School","White","Female","Middle Atlantic","$75000 to $89999","Catholic","Never Married","High School","Junior College","Independent","Moderate","Pretty Happy","1 Partner","Legal","Taurus",,1.43549026723566,"Gt $75000","Age 18-35","Age 18-34","1","0","Catholic","Northeast","1",NA
"1232",2016,1232,3,48,0,3,"Lt High School","White","Male","Middle Atlantic","$8 000 to 9 999","Protestant","Never Married","Lt High School",,"Strong Democrat",NA,"Pretty Happy",NA,"Not Legal","Pisces",NA,0.478496755745219,"Gt $0","Age 45-55","Age 34-49","3","0","Protestant","Northeast",NA,NA
"1233",2016,1233,2,68,3,1,"High School","White","Female","Middle Atlantic","$60000 to 74999","Catholic","Married","Lt High School","Lt High School","Ind,near Rep","Slightly Conservative","Pretty Happy","1 Partner",,"Gemini",NA,0.956993511490439,"Gt $60000","Age 65+","Age 62+","1","3","Catholic","Northeast","1",NA
"1234",2016,1234,3,59,2,3,"High School","White","Female","Middle Atlantic","$50000 to 59999","Catholic","Married","High School","High School","Not Str Democrat","Liberal","Very Happy","1 Partner","Legal","Cancer",1,0.956993511490439,"Gt $50000","Age 55-65","Age 49-62","3","2","Catholic","Northeast","1",1
"1235",2016,1235,1,40,2,7,"High School","White","Male","Middle Atlantic","$50000 to 59999","Protestant","Married","High School","High School","Strong Republican","Slightly Conservative","Pretty Happy",,NA,"Virgo",NA,0.956993511490439,"Gt $50000","Age 35-45","Age 34-49","6+","2","Protestant","Northeast",NA,NA
"1236",2016,1236,3,35,0,0,"Bachelor","White","Female","South Atlantic","$50000 to 59999","Catholic","Never Married","Bachelor","Junior College","Not Str Democrat","Moderate","Pretty Happy","2 Partners","Legal","Aquarius",1,0.782181681487619,"Gt $50000","Age 18-35","Age 34-49","0","0","Catholic","South","2",1
"1237",2016,1237,3,51,3,3,"Junior College","White","Male","South Atlantic","$170000 or over","Protestant","Married","High School","High School","Strong Republican","Slightly Conservative","Pretty Happy","1 Partner","Legal","Sagittarius",2,0.956993511490439,"Gt $170000","Age 45-55","Age 49-62","3","3","Protestant","South","1",0
"1238",2016,1238,2,40,3,3,"Bachelor","Black","Male","South Atlantic","$130000 to $149999","Protestant","Never Married","High School","Lt High School","Not Str Republican","Slightly Conservative","Not Too Happy","2 Partners","Not Legal","Virgo",1,0.956993511490439,"Gt $130000","Age 35-45","Age 34-49","3","3","Protestant","South","2",1
"1239",2016,1239,1,47,2,0,"High School","White","Female","South Atlantic","$170000 or over","Protestant","Married","High School","High School","Not Str Republican","Conservative","Pretty Happy",,NA,"Libra",2,0.956993511490439,"Gt $170000","Age 45-55","Age 34-49","0","2","Protestant","South",NA,0
"1240",2016,1240,1,45,3,4,"Bachelor","White","Male","South Atlantic",,"Protestant","Married","High School","High School","Not Str Republican","Conservative","Very Happy",NA,NA,"Taurus",2,0.956993511490439,NA,"Age 35-45","Age 34-49","4","3","Protestant","South",NA,0
"1241",2016,1241,3,48,2,2,"Bachelor","White","Female","South Atlantic","$110000 to $129999","Protestant","Married","Graduate","Graduate","Ind,near Dem","Moderate","Very Happy","1 Partner","Not Legal","Capricorn",,1.56436336297524,"Gt $110000","Age 45-55","Age 34-49","2","2","Protestant","South","1",NA
"1242",2016,1242,2,23,0,7,"High School","Black","Male","South Atlantic","$90000 to $109999","None","Never Married",,"High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Legal","Taurus",1,1.43549026723566,"Gt $90000","Age 18-35","Age 18-34","6+","0","None","South","1",1
"1243",2016,1243,3,26,0,0,"Graduate","White","Male","South Atlantic","$40000 to 49999","Catholic","Never Married","Graduate","Bachelor","Ind,near Rep","Moderate","Very Happy","No Partners","Legal","Taurus",,0.782181681487619,"Gt $40000","Age 18-35","Age 18-34","0","0","Catholic","South","0",NA
"1244",2016,1244,1,33,0,0,"Bachelor","Other","Male","South Atlantic","$90000 to $109999","Buddhism","Married","Bachelor","Bachelor","Independent","Liberal","Pretty Happy",,NA,"Leo",NA,0.782181681487619,"Gt $90000","Age 18-35","Age 18-34","0","0","Other","South",NA,NA
"1245",2016,1245,3,48,1,2,"Bachelor","Black","Female","South Atlantic","$50000 to 59999","Christian","Never Married","High School","High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Leo",1,0.478496755745219,"Gt $50000","Age 45-55","Age 34-49","2","1","Other","South","1",1
"1246",2016,1246,3,36,2,7,"Graduate","Other","Female","South Atlantic","$130000 to $149999","None","Married","High School","High School","Not Str Democrat","Moderate","Pretty Happy","1 Partner","Not Legal","Scorpio",1,1.56436336297524,"Gt $130000","Age 35-45","Age 34-49","6+","2","None","South","1",1
"1247",2016,1247,2,19,0,0,"High School","Black","Male","South Atlantic","$130000 to $149999","Protestant","Never Married","Graduate","Graduate","Ind,near Dem","Moderate","Very Happy","No Partners","Not Legal","Aries",,1.43549026723566,"Gt $130000","Age 18-35","Age 18-34","0","0","Protestant","South","0",NA
"1248",2016,1248,3,49,2,1,"High School","Black","Male","South Atlantic","$110000 to $129999","Protestant","Married",,"Lt High School","Not Str Democrat","Conservative","Very Happy","1 Partner","Legal","Sagittarius",1,1.56436336297524,"Gt $110000","Age 45-55","Age 34-49","1","2","Protestant","South","1",1
"1249",2016,1249,3,38,1,1,"Bachelor","White","Male","South Atlantic","$60000 to 74999","None","Married","High School","High School","Ind,near Dem","Liberal","Very Happy","1 Partner","Legal","Leo",1,0.956993511490439,"Gt $60000","Age 35-45","Age 34-49","1","1","None","South","1",1
"1250",2016,1250,2,44,2,5,"Bachelor","White","Female","South Atlantic","$110000 to $129999","Catholic","Married","High School","High School","Ind,near Dem","Extremely Liberal","Pretty Happy","1 Partner","Legal","Sagittarius",1,0.956993511490439,"Gt $110000","Age 35-45","Age 34-49","5","2","Catholic","South","1",1
"1251",2016,1251,2,29,1,4,"Graduate","Black","Female","South Atlantic","$90000 to $109999","Protestant","Married","Junior College",,"Ind,near Dem","Slightly Liberal","Pretty Happy","1 Partner","Legal","Pisces",1,0.956993511490439,"Gt $90000","Age 18-35","Age 18-34","4","1","Protestant","South","1",1
"1252",2016,1252,1,28,3,4,"Graduate","Black","Female","South Atlantic","$50000 to 59999","Protestant","Married","Graduate","Graduate","Not Str Democrat","Slightly Conservative","Pretty Happy",,NA,NA,1,1.56436336297524,"Gt $50000","Age 18-35","Age 18-34","4","3","Protestant","South",NA,1
"1253",2016,1253,2,42,0,1,"Graduate","White","Female","South Atlantic","$40000 to 49999","Protestant","Never Married","Bachelor","Bachelor","Not Str Republican","Extremely Conservative","Pretty Happy","No Partners","Legal","Libra",2,1.43549026723566,"Gt $40000","Age 35-45","Age 34-49","1","0","Protestant","South","0",0
"1254",2016,1254,3,60,6,4,"Lt High School","Other","Male","South Atlantic",,"Protestant","Married","Lt High School","Lt High School","Ind,near Dem","Slightly Liberal","Very Happy","No Partners","Not Legal","Sagittarius",NA,1.43549026723566,NA,"Age 55-65","Age 49-62","4","4+","Protestant","South","0",NA
"1255",2016,1255,1,43,4,8,"High School","White","Male","South Atlantic","$40000 to 49999","Catholic","Married","Lt High School","Lt High School","Ind,near Dem","Slightly Conservative","Pretty Happy",,NA,"Sagittarius",NA,1.91398702298088,"Gt $40000","Age 35-45","Age 34-49","6+","4+","Catholic","South",NA,NA
"1256",2016,1256,2,37,4,4,"High School","Black","Female","South Atlantic","$40000 to 49999","Protestant","Married","Lt High School","Graduate","Strong Democrat","Conservative","Pretty Happy","1 Partner","Not Legal",,NA,0.956993511490439,"Gt $40000","Age 35-45","Age 34-49","4","4+","Protestant","South","1",NA
"1257",2016,1257,1,54,0,2,"Bachelor","White","Male","South Atlantic","$40000 to 49999","Protestant","Married",,"Bachelor","Ind,near Rep","Slightly Conservative","Pretty Happy",NA,NA,"Capricorn",5,0.956993511490439,"Gt $40000","Age 45-55","Age 49-62","2","0","Protestant","South",NA,0
"1258",2016,1258,2,30,1,4,"High School","White","Male","South Atlantic","$75000 to $89999","Protestant","Married",,"Junior College","Strong Republican","Moderate","Very Happy","4 Partners","Legal","Sagittarius",2,1.56436336297524,"Gt $75000","Age 18-35","Age 18-34","4","1","Protestant","South","4+",0
"1259",2016,1259,1,69,4,6,"High School","White","Male","South Atlantic","$110000 to $129999","Protestant","Married",,NA,"Not Str Republican","Conservative","Pretty Happy",NA,NA,"Pisces",2,0.956993511490439,"Gt $110000","Age 65+","Age 62+","6+","4+","Protestant","South",NA,0
"1260",2016,1260,3,60,2,5,"High School","White","Female","South Atlantic",,"Christian","Married",NA,"Lt High School",NA,"Extremely Conservative",NA,"No Partners","Legal",NA,2,0.956993511490439,NA,"Age 55-65","Age 49-62","5","2","Other","South","0",0
"1261",2016,1261,1,55,2,1,"High School","White","Female","South Atlantic","$40000 to 49999","Protestant","Married","Lt High School","Junior College","Not Str Republican","Moderate","Not Too Happy",,NA,"Libra",1,0.956993511490439,"Gt $40000","Age 45-55","Age 49-62","1","2","Protestant","South",NA,1
"1262",2016,1262,3,63,1,4,"Junior College","White","Male","South Atlantic","$22500 to 24999","Protestant","Separated","Lt High School",,"Strong Republican","Extremely Conservative","Very Happy","No Partners","Not Legal","Leo",2,1.56436336297524,"Gt $20000","Age 55-65","Age 62+","4","1","Protestant","South","0",0
